territory, volleyball, partner, sidewalk, trucks, trip, band, digestion, bubble, nest, note, touch, sun, birthday, wealth, hospital, drum
1, -1, knot, 847239.355469, a, 5, -0.010742, 0, 0, 1, 0, 49, -2, -191, ffffff818003302c, 1, 9.541962
1, -19, rate, 868.054688, n, 17, 53592.523438, 0, 1, 0, 1, 3, 0, -90110, 2670f4d4ee0da, 0, 0.105927
0, 26794, copy, -2036.380859, L, 244, 157.563477, 0, 1, 0, 0, 430, -61, -199742, ffffac3de22e9418, 0, 0.002014
1, 1475, bells, 41269.769531, X, 3, -0.009766, 1, 1, 0, 0, 903, 29, 353, ffffffc605667959, 0, 2.287872
1, -152209, foot, 0.085938, o, 10, 0.000977, 0, 0, 0, 1, 2, -109, -904, fffc6863f365f470, 1, -0.000366
0, -604, glass, 249673.470703, y, 17, 2839.520508, 0, 0, 0, 0, 1, 2, 271853244, 2c0ddfd, 0, 0.006409
0, 82015, bite, 0.000000, >, 55, 71722.851562, 1, 0, 1, 0, 4, 0, -15088731, 5b4452acb267a, 0, -0.000061
1, 1026802, act, -1.703125, <, 4, 77345.273438, 0, 1, 0, 0, 6, -5, 1, 6149b, 0, -0.000153
0, -134308, dinner, -2.250000, a, 1, -1.986328, 0, 0, 1, 1, 13772, 0, -120, 6fe13ffd, 0, -0.046295
1, -1952352, owner, -158356.658203, j, 126, 3476.214844, 1, 1, 0, 0, 0, -1, 3151, fffffffffffffff8, 0, -0.000366
0, -1004440, year, -59870.458984, [, 8, 0.096680, 1, 0, 0, 1, 26829, -3, 386, 1130410b8, 0, -1119.495850
0, -37, paper, 0.220703, V, 31, -30.881836, 0, 0, 0, 0, 5326, 0, 1022178, fffffff0321bf384, 0, 0.614807
0, 318241221, key, 0.242188, i, 26, 3.983398, 1, 1, 0, 1, 7464, -2, -3941265, fffd2faf2e6e9cf3, 1, -4375.266602
1, -1782797852, color, -1252317.669922, u, 1, -145794.250000, 1, 0, 0, 0, 440, 0, 745, ffffffffff87c8ee, 1, -0.022980
0, -945015, park, -67.652344, 6, 0, -182.458984, 0, 0, 0, 0, 43, 11, 25578, fffffffa24695877, 0, 0.034058
0, -1, lead, -158.042969, $, 1, 65.527344, 1, 0, 0, 1, 2, 1, 24, fffff8a181b440f5, 0, 0.159180
1, -106518157, snakes, -1856398.601562, =, 24, 0.039062, 1, 1, 0, 1, 61, -1, 0, fffffff584ac4e4b, 1, -14.733307
0, -238, , -27315.376953, ;, 233, -0.002930, 1, 0, 0, 0, 40, 1, 1657071, 7937f6529a9c, 0, 0.002930
1, -48912334, print, -5175.257812, O, 13, -5.332031, 1, 1, 0, 1, 1386, 27, 7007, 3ce625de4, 0, 0.300903
0, 250562, breath, -0.058594, ., 3, -0.029297, 0, 1, 1, 1, 471, -1, -4796, 9179e17, 0, 3784.520264
1, 30, idea, -23.238281, z, 1, -2.669922, 1, 1, 1, 1, 10, -1, -673483860, fffffffffffc5471, 1, -3.333008
0, -165254, shoe, 4.705078, z, 151, -0.004883, 0, 0, 1, 0, 6433, 2, 9395660, ffffab5e589c8f2d, 1, 7491.938965
0, -26431605, deer, -30195.025391, E, 22, -237.698242, 1, 1, 1, 0, 8, 6, -118899, d4fe, 0, 0.046417
0, 0, rock, -4.351562, S, 12, -322143.156250, 0, 1, 1, 0, 1800, 0, 60665114, 4ecd313031f30d, 1, -0.000183
1, 26234961, wrench, -494185.931641, H, 41, 0.000000, 1, 1, 1, 0, 9, 1, 115, 355d7f, 0, -0.000916
0, -455907526, mask, 900780.701172, C, 116, -0.008789, 1, 1, 0, 0, 1957, -2, -148466830, 177e13194, 1, -0.060638
1, 73997, fuel, -11.107422, C, 16, -0.000000, 0, 1, 0, 0, 16, -2, 13356332, 177e13194, 1, -0.060638
0, 76469348, tree, -815203.498047, t, 6, 422785.406250, 1, 1, 1, 1, 116, -5, -213028, bae00a3fe2, 0, 1.000000
1, -13162, camp, -1382328.925781, v, 12, -13.590820, 0, 0, 0, 1, 25004, -24, -1492727, 166d9860d4, 1, 0.051544
0, -8, sort, -0.001953, !, 2, 26.503906, 1, 0, 1, 1, 99, -23, 26, 5fc9a97b474, 1, 0.000031
0, -238, , -27315.376953, ;, 25, -0.002930, 1, 0, 0, 0, 0, 1, 1, fffffff8d25fc343, 0, -0.392303
1, 0, plot, 0.005859, -, 4, -196.999023, 0, 0, 0, 1, 9, 9, 486689385, 22ab72f, 1, -0.000214
0, 41, flame, 162133.775391, z, 5, 258582.531250, 1, 1, 1, 0, 49004, -48, -17864, f2556dc794849c43, 0, 136.205688
1, -75322, dock, -55567.375000, &, 246, 0.000977, 1, 0, 1, 1, 37, -1, 6236, 122ddc2937645, 0, 0.197479
0, -126534954, , -0.041016, P, 4, 0.083984, 0, 1, 0, 0, 474, -3, 30634578, 6128104794aeadd, 1, 383.624146
0, -73081, zephyr, 16890.707031, }, 1, 148376.765625, 0, 1, 0, 0, 54, 3, -20746035, 3a7458e47c5658, 0, 14.276276
0, -209027, flavor, -24.294922, &, 3, -0.958984, 1, 1, 0, 0, 7, -2, -7954400, 1e5c40e4d, 0, -108.232605
1, -2, , -0.705078, G, 6, -0.012695, 1, 1, 1, 0, 1, -1, 880, ffffffff9965c025, 1, -0.043915
1, 0, plot, 0.005859, -, 4, -196.999023, 0, 0, 0, 1, 9, 9, 486689385, fffffffffe4912f6, 1, -0.000214
1, 3, , -33434.232422, C, 23, 8.774414, 1, 0, 0, 1, 7, -1, -113, 5ef801b752, 1, 0.001068
0, -2711, , -4208.361328, {, 0, -91.961914, 0, 1, 1, 0, 251, -1, -389498, fffffff76eee6ab9, 1, -0.302856
1, -824, porter, -0.001953, M, 3, -1916.303711, 1, 0, 0, 0, 7, 12, -387302082, fffffffff6490cb2, 0, 2305.380859
0, 6634, hair, -994651.779297, #, 3, -0.010742, 1, 0, 0, 1, 964, 1, 80, fffffffffe7f46cf, 0, 40.909515
0, 277676, flavor, -7245.267578, &, 51, 0.103516, 0, 1, 0, 1, 7, -15, -18175740, fffffe4eee143154, 0, -108.232605
0, 61705629, houses, -6232.298828, G, 94, -7132.650391, 1, 0, 0, 0, 34211, -3, -7, 23d85e84, 0, 3.578369
1, -14735102, rule, -743.617188, #, 0, 442.550781, 1, 1, 0, 0, 0, -19, 51637, fffdae344fea7676, 1, -6.626526
1, 756766598, park, 90.097656, L, 19, -0.000977, 1, 1, 0, 1, 8370, 3, 1, 4d3a7, 1, -4.081757
1, -42560455, ray, 0.048828, ~, 3, 23.377930, 1, 0, 0, 1, 11524, -7, -39, 5d2f5cb1a91ab48a, 1, 0.001190
0, -945015, park, -48980.250000, 6, 2, -182.458984, 0, 0, 0, 0, 10064, 4, 25578, fffffffb7188d183, 1, 0.034058
0, -48914, show, 52725.970703, O, 240, -6.067383, 0, 0, 0, 0, 26596, 82, 6, ffffffd90c4f8465, 1, 0.300903
1, -129393, health, 302.937500, N, 67, -0.006836, 1, 0, 1, 1, 5, -7, 1445, fffffff01f0112e0, 0, 0.001373
0, 1655, run, 0.001953, $, 0, -7590.086914, 0, 0, 1, 1, 986, 6, 78, 3ce22d, 1, 2709.990234
1, -471786064, letter, 0.023438, 1, 251, -0.006836, 0, 1, 1, 1, 15, -1, 0, 3170d829, 1, -0.004517
1, 318241221, key, -219144.906250, i, 15, 3.983398, 0, 1, 0, 1, 34, -2, 477, 1a2586, 1, -4375.266602
1, 1414, train, 5.083984, @, 73, 0.000977, 1, 1, 1, 0, 5, -1, -4845, ffffc6578c7dca4c, 1, -23.433136
0, 35889281, girls, 977053.894531, f, 5, -3.307617, 1, 1, 1, 0, 2678, -23, -1599998026, 947f59d17031d37, 1, -0.021027
0, 1475, bells, 41269.769531, X, 3, -0.009766, 1, 0, 0, 0, 903, 29, 353, 43ea7f5, 0, 2.287872
0, 8633914, join, -0.001953, 0, 51, 0.000977, 1, 1, 1, 0, 601, 27, -3750, ffff9b435a45a185, 1, -0.002167
0, -964, , 0.005859, A, 3, 13.112305, 1, 0, 1, 0, 34, -2, 433909092, fff4e0739372e1fd, 1, -0.210815
1, -2764, , -0.001953, }, 30, -3490.096680, 0, 0, 0, 0, 287, -4, -11907510, fffffffffff6632c, 1, 99.508636
0, -2487394, army, -100.876953, (, 96, 5637.989258, 0, 1, 1, 0, 552, -68, 244881, 5abeb80692d, 1, -0.001526
1, -31, hair, 253.580078, #, 0, 79.805664, 1, 1, 0, 1, 83, -45, 80, ff304bb0547fd550, 0, 40.909515
1, 224405943, rate, -11546.339844, V, 0, 50.831055, 1, 0, 1, 0, 28965, 8, -2, ffffff266f68d903, 1, -0.000061
0, 61, power, -7367.564453, M, 16, 67418.773438, 1, 0, 1, 1, 76, -21, -25, 7, 1, 0.006378
0, -168694, pipe, -196.611328, ], 38, -46502.941406, 1, 0, 0, 0, 44, -4, -30, ffffffffffff2a72, 1, 0.000031
1, -1, time, 0.005859, 4, 13, 4.517578, 1, 0, 0, 0, 55, -8, -1101, 8edf38ec9f, 1, -0.072327
0, 53737, crate, 139.660156, |, 198, -1.382812, 1, 0, 1, 1, 3200, 0, 23238548, 3c3aa24487, 0, -32.247498
1, 19, rabbit, 1332.683594, W, 2, 0.019531, 0, 1, 1, 1, 2433, -27, 2529846, 8e752fa37e8e70a2, 0, 12414.224609
0, 1790579371, houses, -0.103516, G, 94, -7132.650391, 0, 0, 0, 0, 3436, -22, 6946, ffffffffffffdf71, 1, 3.578369
1, 401725, crown, 0.212891, %, 0, 108244.757812, 0, 0, 1, 1, 2, -30, 42, fffffff81c275561, 0, 17.301605
1, 26, things, -9417.757812, ], 2, -48740.031250, 0, 1, 0, 1, 32601, -3, -63548, 254b3ff39b9f3a4, 1, 9.406952
0, 39064767, angle, 1.000000, D, 5, 315462.468750, 0, 0, 0, 0, 49726, 4, -38, fffffffefa7a2cc7, 1, 20.575745
0, 22, card, -0.005859, V, 0, 50.831055, 1, 1, 1, 0, 14, -6, -6, 12d060cc5f9c7b, 0, -0.000031
0, -25, dad, 0.183594, X, 41, 315.867188, 1, 1, 1, 0, 1, 0, -119025, fffefa2a32384c38, 1, -0.000031
1, -3, start, 415.130859, /, 0, 3281.789062, 0, 1, 0, 1, 231, -1, 454320528, ffffffffeb5de3ee, 1, -29547.761719
0, -26, quiet, -0.089844, m, 4, 1.000000, 1, 1, 1, 0, 140, -26, -430, df32f8e2384, 1, -6302.895508
1, -498, wing, 37739.289062, d, 2, 0.058594, 1, 1, 0, 0, 4, -1, -136803, ffffffffffc3ca8f, 0, -0.001495
1, -48, anger, -505533.410156, a, 4, -0.017578, 0, 1, 1, 1, 4684, -1, 202972, ffffffffe4de2811, 0, -0.287537
1, -85131, rate, -0.205078, /, 0, -0.001953, 0, 1, 0, 0, 2, 0, 0, fffffffffffffffd, 0, -0.001099
1, -57537, cake, 0.121094, 2, 2, -3015.999023, 1, 1, 1, 0, 5324, -1, -1897373, 279884, 1, -2.845001
1, -1691, , -10575.193359, ~, 1, 445.378906, 0, 0, 1, 1, 18671, 1, 316397, 1d467ea08, 1, -0.491272
1, -995, fear, 2.931641, W, 31, 27.510742, 0, 0, 1, 0, 634, 0, 2, ff1897991146c429, 1, 0.001404
1, 240, bag, -948663.626953, *, 7, 0.002930, 1, 0, 0, 1, 2, 15, -15984046, 1025a879cbf4, 1, -0.000061
0, -5004, angle, 1.000000, D, 5, 315462.468750, 0, 0, 0, 0, 49726, 4, -38, fffffffefa7a2cc7, 1, 20.575745
1, -2, , 127.759766, u, 46, 0.007812, 0, 1, 0, 1, 9106, -2, -15488, 6d01a41e973705e9, 1, 0.000702
0, 16, recess, 0.005859, x, 1, 0.000000, 0, 0, 1, 1, 740, -1, -1, 140a, 1, -53.244202
1, -2, duck, -1918.886719, 0, 117, -909885.812500, 0, 0, 0, 1, 3361, -2, -62751659, ffffff3f6515e7f2, 1, -0.002899
1, -775959553, , 54414.679688, ^, 1, -263.702148, 0, 1, 1, 1, 476, 3, -26678672, fffffffffffffffd, 1, 864.885376
0, -161, faucet, 7.263672, v, 4, 0.018555, 0, 1, 1, 1, 9825, 3, 2269052, 286, 0, 6807.481445
0, 1, dress, 3.093750, 9, 2, 3022.366211, 0, 0, 1, 0, 399, -1, -4497487, 66d4b0a54f, 0, 0.002686
1, -1952352, owner, -158356.658203, j, 126, 3476.214844, 1, 1, 0, 0, 18, -1, -10954, 26eb84db37ca5f1, 0, -0.000366
0, 1229, cent, 60.138672, 7, 30, 369694.406250, 1, 0, 1, 1, 982, 3, 313, 162cccadee8f7f0, 0, 0.020782
1, -5463763, value, -0.193359, d, 58, -12.232422, 1, 0, 1, 0, 13266, 3, -597387, 175c8, 1, -0.157562
1, 24939300, desire, -3.017578, c, 24, 257794.312500, 1, 1, 1, 0, 614, -6, 51674, 5962621fc1d3, 1, -32519.660156
0, 1624519886, , 0.546875, U, 192, 213.000000, 0, 1, 1, 1, 2, 17, -54, 1333d777f1fec, 0, -2.394257
1, 45431320, nut, -0.250000, _, 2, 1.235352, 1, 1, 1, 0, 6395, 3, -1730549365, 177c4468b341c8, 1, 22682.476562
0, -979889, cherry, 6257.425781, Y, 1, 154174.375000, 0, 0, 0, 1, 105, -1, 3, fffffffffffff982, 1, 0.451660
1, 0, , 149021.845703, 1, 5, -59177.570312, 0, 1, 1, 1, 27164, 1, -76, fffffffffffffffe, 0, 19876.015625
1, 11173, error, 2217.007812, 9, 48, 4140.677734, 1, 0, 1, 1, 31, -2, 213747, 137be1, 1, 0.000061
1, -152209, foot, 0.085938, o, 10, 0.000977, 0, 1, 0, 1, 2, -109, -43082600, fffc6863f365f470, 1, -0.000366
1, 126363, throat, -0.005859, L, 17, 1.041016, 1, 0, 1, 0, 5, 5, 2902, ffffffd0c9146af7, 0, -489.436798
1, -266094, sink, 26847.103516, W, 44, -43.192383, 1, 0, 0, 1, 0, 115, -90943087, 96eedf9fb, 1, 0.000000
1, -1, wound, -34.648438, 4, 9, 0.006836, 1, 0, 0, 0, 55, -8, -32185, 8edf38ec9f, 0, -0.072327
1, -26, quiet, -0.089844, m, 4, 1.000000, 1, 1, 1, 1, 140, -26, -241, fffffffffffff4e9, 1, -6302.895508
1, -792, zipper, -10.349609, u, 2, 0.612305, 1, 1, 0, 0, 117, -3, -3917790, fffe925a53869881, 0, -679.876099
0, 3, attack, -121.523438, a, 1, 622.746094, 1, 0, 1, 0, 419, -2, -1807986, ebd32c6919b123b3, 1, -5814.873535
1, 2, things, 0.005859, ], 194, 9.670898, 0, 0, 0, 0, 18, 27, 1915458549, ffffffffffffe565, 1, 9.406952
1, 385, spring, -22859.783203, N, 30, 2285.634766, 0, 0, 0, 0, 5, 3, -22896, 147, 1, -0.020782
1, 63037, , -1.587891, O, 7, -106.943359, 1, 1, 0, 1, 35, -94, 19912610, ffffffffffffffd0, 0, 0.001953
0, 45793917, deer, -0.001953, E, 22, -237.698242, 1, 1, 1, 0, 2, 0, -476253450, d4fe, 0, 0.046417
0, 7607, air, -24128.558594, i, 3, -0.000000, 0, 0, 1, 1, 310, 1, 330, ffffffffffffef0c, 1, 8798.375000
1, 25677, cat, -0.091797, !, 3, 0.056641, 1, 0, 0, 1, 407, -29, 1235003, 906bedc4775319, 1, 2766.992676
1, 0, hand, 619967.937500, :, 139, -0.000977, 0, 0, 1, 0, 16291, -36, 362, 26491c774880, 1, -0.017944
1, -330057011, girls, -4.679688, U, 2, -2.613281, 0, 0, 0, 0, 7150, -1, -4780, d14737d2bc2ed883, 1, -0.287872
0, 3, , 1.501953, T, 185, 669.116211, 0, 0, 1, 0, 2569, -1, -8464, fffffffffffffc1d, 0, -69.815369
1, 36072552, weight, 2.691406, Q, 53, -55.852539, 1, 1, 1, 0, 5, 0, -2, fffff50a7b336d2d, 0, 0.038940
1, 7642189, edge, -2582.603516, ), 52, 5039.029297, 1, 1, 0, 1, 28, -1, -631996185, c87b4b26150, 0, 11373.771484
1, -56447, memory, 0.005859, y, 0, -320.390625, 0, 1, 0, 0, 6715, 0, -184, fff097b3927b6d8c, 1, 398.596680
1, 2413, slave, -0.138672, h, 112, 25258.455078, 1, 0, 0, 1, 2163, 9, 20937898, fffa0e89ffb732f7, 1, 0.000000
0, 3832577, bag, -0.056641, i, 52, 382499.312500, 0, 0, 1, 0, 371, -5, 1524, ffffffffffffd4a1, 0, -8481.917969
1, -165254, start, 4.705078, z, 151, -0.004883, 0, 1, 0, 0, 6433, 2, 229, fffffffd21101c65, 1, 30491.353516
0, -714, bell, -4428.660156, E, 18, -0.005859, 0, 1, 0, 0, 4, 0, -1524159, ffffffffff9c691b, 0, 0.000122
0, -1236368, girls, 977053.894531, f, 5, -3.307617, 1, 1, 1, 0, 2678, -23, -601452837, 6f7d77971a2, 0, -0.021027
0, -1, cows, -654178.312500, 3, 1, -0.055664, 1, 0, 0, 1, 1, -15, 112215023, 9ee, 1, -0.000031
1, -14, order, 5388.556641, Z, 21, -1.726562, 0, 1, 1, 0, 1, 5, 506, fb694b639a737070, 0, -205.181641
1, -4572756, net, 138.242188, R, 8, -53210.363281, 0, 1, 1, 0, 17, -1, -8574, ffffffff940da2a1, 0, 0.000000
0, -105, year, -0.039062, =, 1, 0.032227, 1, 0, 1, 1, 679, -29, 863816, ffd972965521ccb6, 1, 1.000000
0, -7, ring, 3123.201172, w, 2, 2334.583008, 0, 1, 0, 0, 3146, 1, -9803, ebe95449a, 1, -0.013458
0, -54, death, 337777.873047, <, 53, 1018.169922, 1, 0, 0, 1, 3, 21, -330, fffffa15d6cf98c7, 1, -37.731812
1, -28697930, thrill, -14577.898438, s, 52, 1941.490234, 0, 0, 1, 0, 24, -10, 172, ffffeb5169075a72, 1, 0.007172
0, 12, record, -95.923828, ;, 1, -114531.757812, 0, 0, 1, 0, 25, -3, 120927383, fffffffffffb11de, 0, 0.007446
0, 26, wax, 447.976562, x, 14, -0.078125, 1, 0, 1, 1, 36, -23, 4090715, 10512, 1, -31278.535156
1, 5972, gate, -0.001953, !, 20, 30.193359, 0, 0, 0, 0, 4913, -17, 4065744, 351, 1, -0.000031
0, 1502485, start, -7982.078125, z, 25, -28869.765625, 0, 1, 0, 1, 883, 0, 2831346, fffffd7932f91a8c, 1, 30491.353516
0, 83427, glass, -29.236328, 4, 0, -0.001953, 0, 1, 0, 0, 1215, -9, -46, 16513e240, 1, 0.000031
0, -29154, stamp, -3.845703, K, 203, 1.000000, 0, 0, 0, 1, 13846, 1, 150079221, 4e206, 0, 0.003235
0, -275, sort, -206421.029297, !, 2, -706022.687500, 1, 0, 1, 0, 99, -1, 7970, fffffef29692e9b8, 1, 0.000031
0, 43, wrench, 0.001953, L, 0, 0.335938, 1, 0, 1, 1, 5, -2, -5, ffe0a342df2478f0, 1, -489.436798
1, 92732, mice, 440.599609, H, 3, -7.299805, 0, 1, 0, 0, 1, 6, 516, 18c, 1, -345.999084
0, 105, gold, -448.558594, I, 35, -983.700195, 0, 0, 1, 0, 588, -1, 174, ffffe32c7f727885, 0, -0.000458
1, -5, joke, 20.890625, _, 1, 0.142578, 1, 1, 0, 1, 5225, -37, 5674, ffd809f9a66647a9, 0, -0.001740
1, -45115, blood, 0.107422, 3, 1, -3447.243164, 0, 1, 1, 0, 461, -1, -1913, ac526f97c3965c8, 1, 0.001190
0, 345768, pet, -48.902344, y, 6, 6.594727, 1, 0, 1, 0, 497, -11, 986905351, 163d5c01f4c132, 1, -116.453766
1, 1069, pen, 5.089844, 3, 2, -60657.464844, 0, 0, 0, 0, 11, 3, 32, 5b8e38ea5, 1, -0.000061
1, 94785, , -0.041016, P, 4, 0.083984, 1, 0, 0, 1, 1, -3, 195280659, fffffffa919e1ed3, 1, 383.624146
0, -16, shape, 3.691406, !, 3, 0.311523, 1, 1, 0, 0, 7, -14, 351, 182131ee, 1, -0.000031
0, -118, hammer, -126243.103516, L, 0, -1.552734, 0, 1, 0, 0, 2217, -8, -36968795, bfd, 0, 0.000610
1, -5610, stop, -1.599609, N, 30, 0.089844, 0, 0, 0, 0, 139, 19, -18, 67a4110f78, 1, -0.020782
1, -6, linen, -0.085938, ?, 23, 2057.782227, 1, 0, 1, 0, 92, 6, -40104933, cbd, 0, -0.001129
0, -23, cent, 60.138672, 8, 2, 0.000977, 0, 1, 0, 1, 5, -52, 99222424, fffffffffff13cd4, 1, -0.000031
0, -2674, plot, -16062.380859, _, 0, -0.021484, 1, 1, 1, 1, 25668, -69, -328539, ffffffffffcebf7d, 1, 0.001892
1, -4, shame, 9859.486328, 6, 117, 0.422852, 1, 1, 1, 1, 5, 10, -37663384, 128755ee45f6d9, 0, 0.340210
0, 12868, thumb, -1624705.376953, p, 4, 33348.976562, 0, 1, 0, 1, 265, -4, 11252462, 65c15eb9a162ab, 1, 1.000000
0, -680386, bead, 255.617188, b, 2, -18485.550781, 0, 1, 1, 0, 93, 44, -33294835, 21a0f6, 1, -0.009308
1, -73836, sock, 0.888672, m, 16, -130.444336, 0, 0, 0, 1, 56803, 5, -15, ffffffffffffffc4, 1, 3.931335
0, 1125, father, 2.908203, {, 0, -54.244141, 1, 1, 0, 1, 14787, 1, 1843, ff90ee418af915bd, 0, -22343.978516
1, -562, , -9430.933594, t, 25, 0.032227, 0, 0, 1, 0, 0, 0, 2, fffffffffffffff9, 0, 0.485779
0, 14, mice, 6.349609, H, 10, -0.024414, 0, 1, 0, 0, 4545, -2, -9, fffa108cd6e7ff9f, 1, -0.000031
1, 40698, year, -162984.507812, -, 1, 0.510742, 0, 1, 1, 1, 1476, 2, -4, 964db15, 1, -4087.361572
1, -175382, market, 219407.699219, +, 1, -12.908203, 1, 1, 0, 1, 174, 1, 1020272096, ffff9d99d50a8c6b, 1, -0.000031
1, 122118, rake, 0.029297, k, 2, 0.106445, 0, 1, 0, 0, 5804, -4, -2, 5e01a0135224, 1, -0.034698
0, 11439, steel, -2158.294922, k, 108, -1.941406, 0, 0, 0, 0, 6, -1, -536486031, 74b0, 1, 0.002045
0, 6072238, maid, -914.181641, r, 91, -0.011719, 0, 0, 0, 0, 163, -1, 47073275, 3f3, 1, 3834.769531
0, 51182865, steel, -2158.294922, k, 0, -1.941406, 0, 1, 0, 0, 896, 0, -47828832, ffffffff1e914294, 0, 0.002045
0, 13367, alarm, 13.148438, R, 13, -0.061523, 1, 1, 1, 0, 7, -10, -20678179, 21a51d0f80d8734, 1, 0.000061
1, 113022, brake, 0.003906, >, 105, 0.019531, 0, 0, 0, 1, 12, -24, 1, 1032436f38307, 1, -0.031647
0, -2091745, look, 0.011719, H, 7, 13895.777344, 0, 0, 1, 0, 5, 1, -2234357, fffffe3e5a4b9b9f, 0, 929.292480
0, -9268362, roof, -42.359375, S, 81, 0.000977, 0, 1, 1, 1, 418, 31, -62841692, 5f6648713, 1, -4.766388
1, -28697930, thrill, 39028.046875, s, 52, 927.897461, 1, 0, 0, 0, 155, -10, -525, f01a9ad939c4598e, 1, -1.878967
1, 76469348, tree, -815203.498047, t, 0, 422785.406250, 1, 1, 1, 1, 116, -12, -2, 281c234dd1927be, 0, 1.000000
0, 4459, end, -339635.513672, 1, 8, -0.000000, 0, 0, 0, 0, 0, -87, -4, fd327550dcc2587d, 0, 395.550079
1, -4, hat, 0.001953, ., 10, 0.064453, 0, 1, 0, 1, 4, -11, -13092, c14, 0, 5.393311
1, 165643, alarm, -0.464844, <, 9, 20.806641, 1, 0, 0, 1, 3, -3, 19770339, fffffff280a5f700, 0, -0.001556
1, -60, , 2726.468750, N, 0, -0.006836, 0, 0, 1, 0, 0, -7, -7370, 2dfa6be83f7, 1, 0.001373
0, 10038139, , 6702.425781, {, 2, 77537.179688, 1, 1, 1, 1, 7, -9, 1271645950, 11f46b87e5765ea, 1, -4.168732
0, -79396988, , 106855.095703, :, 233, -0.112305, 1, 0, 1, 1, 40, 22, 2198, ffffffffffffe590, 0, -10.303192
0, 1868, club, -646676.351562, u, 52, -586.710938, 0, 0, 1, 1, 1836, 66, -6648682, ba23, 0, 248.413025
0, 2999369, , 1336.570312, I, 8, 0.000977, 1, 0, 1, 0, 0, 28, -1410, 5851b, 0, -0.000092
1, 1502022, debt, -1037333.275391, p, 54, 0.000977, 0, 1, 1, 0, 200, -113, -128534, 1ca, 0, -0.000061
1, 242798, , -514832.677734, T, 83, 16334.806641, 0, 0, 1, 0, 1022, 1, 80071828, fffffffffffffe17, 0, -69.815369
0, -8, bite, -0.003906, >, 0, 71722.851562, 1, 1, 1, 1, 171, 15, -96824311, 43958f908b7, 0, -0.000061
0, 3569269, dogs, 0.052734, O, 3, 4738.745117, 1, 0, 1, 0, 5817, 58, 3672, 387b0c71c, 1, -0.030060
1, 171129703, plot, -0.001953, 6, 0, -3.774414, 0, 0, 0, 1, 229, -2, 1, 3482393, 1, -0.000732
0, -1526110, coach, -0.017578, l, 60, 0.157227, 0, 0, 0, 0, 59, -13, 11413, 18f, 0, 11775.273438
1, 773022384, , -91776.330078, r, 32, -45575.410156, 1, 1, 1, 1, 6, 0, -111488, 290c599ed, 0, -12.566925
1, -515, , 14.291016, w, 0, 0.010742, 1, 0, 1, 1, 13, 0, 838, fffffffffffffeb9, 0, -0.000122
1, -36606206, side, -99510.787109, *, 7, -338063.562500, 1, 0, 0, 0, 987, 0, -39963, 15a44b3d819cada, 0, -0.000061
0, -1479, fact, -1790.357422, k, 19, -0.000977, 0, 1, 1, 0, 1, 15, 2217286, 7eed2, 0, 0.833038
0, -26, lock, 1.212891, m, 40, -1.123047, 1, 0, 1, 0, 4, 3, 13204, ffffffffffffb62e, 0, -6302.895508
0, -79124566, card, -2689.212891, V, 63, -0.096680, 0, 1, 1, 0, 55598, -6, -6, ce20f5b065f8bfc0, 0, -0.000031
1, -14, , 0.083984, x, 3, -491262.687500, 0, 1, 0, 0, 20868, 3, 138, dffa1257f13dd92, 1, 1767.112793
0, 739, potato, 1180.421875, g, 188, 2755.314453, 0, 1, 0, 0, 14, 14, 15936, b35681fc2634, 1, 6.890869
1, -855041, coast, 0.029297, 9, 80, 557570.375000, 1, 1, 1, 0, 0, 0, -52601703, ffffffffffffffff, 0, 0.000092
0, -464304, join, 38.076172, 9, 31, 32.181641, 1, 0, 0, 0, 498, -125, -185, 8d, 1, -1110.677734
1, 4, story, -637.666016, h, 3, -8.766602, 0, 1, 0, 0, 14, 7, -784, fffffffffffffffe, 0, 0.000092
0, 739, potato, 1180.421875, g, 188, 2755.314453, 1, 1, 0, 1, 5, 14, 15936, 36bd0903013501, 1, 6.890869
1, -1, lumber, 403059.636719, O, 6, 6719.037109, 0, 1, 1, 0, 5817, -1, 125, 387b0c71c, 0, -0.030060
0, -1691, , -10575.193359, ~, 1, 445.378906, 0, 0, 1, 0, 18671, 1, 252182897, 1deed4cf, 1, -0.491272
1, -114750604, order, 0.042969, Z, 0, -1.726562, 0, 1, 1, 0, 2, -37, 236858405, 0, 1, -205.181641
0, 5396972, camera, -0.808594, G, 0, 0.000977, 1, 0, 0, 1, 208, -25, 48868612, 16fe0, 0, 0.028748
0, 2, sponge, 1.000000, [, 0, 9.670898, 1, 1, 1, 0, 2206, 27, -1, ffffffffcc159905, 0, -6853.700684
0, -1127515962, owl, 0.000000, l, 1, 0.002930, 0, 1, 0, 1, 19, -14, -1327281288, 11e7caa82d23, 1, -0.000031
0, -42313838, person, -11270.865234, T, 4, 2.639648, 0, 0, 0, 1, 79, 0, -143721, 68268dd, 0, 0.000153
0, -55, market, -7.669922, +, 1, -12.908203, 1, 0, 0, 1, 3550, 0, -7, ffffffce72922dad, 0, -0.000031
0, -4047, mice, 6.349609, H, 10, -0.024414, 1, 0, 0, 0, 7016, -2, -392559624, fffffffffffffff7, 1, -0.000031
1, 24834509, stream, -175514.804688, ., 5, -0.400391, 1, 1, 0, 0, 15439, -4, -3369, c3271, 0, 0.000458
